sub,erq_cog_reap_s,erq_exp_supp_s,income_s,tas_total_s,cesd_total_s,gad_total_s,irq_total_s,bfi_extraversion_s,bfi_neuroticism_s,ius_total_s,liberalism_s,age_s,covid_knowledge_s,covid_estimate_log_s,covid_behave1_s,covid_behave2_s,covid_media_facebook_s,covid_media_youtube_s,covid_media_twitter_s,covid_media_other_s,covid_media_govt_s,covid_media_online_s,covid_media_tv_s,covid_media_usa_s,covid_media_int_s,gender,covid_infect,education_s,household_num_s,social_events_s,covid_emo_distress_s
13,-0.07528801880313184,-0.008876400380053207,0.28486322796263247,0.44788690847315465,0.24749550356537975,0.8661403463368034,-0.04225506650683602,-0.5080731071675133,-0.20346455661011267,-0.31844669291667177,0.9770305817484665,-0.7432391081571641,-0.7304546412394447,-0.08388279162805333,-0.8260090002255075,-0.18047850277136987,-0.05517470985906033,-0.7499221946305077,-0.7422528705282655,-0.13364793774816322,-1.1670739306138471,-0.2426476108330308,-0.6258789618931412,-0.15983478330703232,-0.940969330071753,1,0,1.3585955342127711,-0.7857166141995297,0.10708560712701046,0.35030970986324
14,0.8417103772401497,-2.112583290452679,-1.2943785270582766,-1.3705147584756692,-1.0000713382282045,-0.837035443597421,0.7201921364657006,1.501098816056919,-1.1390396560428708,-1.27017262256675,-0.6751363124408223,-1.3705679611549486,1.485452558424535,-1.2160381377451213,0.6902735072517786,-0.6114448015805859,1.4609303610507725,1.7271727200375109,-0.7422528705282655,-0.8576379090924997,1.2752794606045348,0.5115488975922589,-1.3070882108882016,-0.15983478330703232,0.801294195139227,1,0,0.20210176010288783,0.5760006623290885,-1.7386808575349146,0.004522338944204923
15,-0.6866202828319865,0.18236968053564004,0.8112771463029355,-0.8745870311259899,-1.3327558293731603,-1.0073530225908434,-0.3355039907270424,-1.2386810792491252,0.4202521763450592,-0.6039644718116952,0.8421598148758715,-0.6805062228573857,0.3774989585925452,-1.0678442985954255,-0.05063726344734956,-0.6114448015805859,-0.8132272453139767,-0.7499221946305077,0.03871907315741221,2.038321976284846,-0.35295613354105315,-0.9968441192583205,-0.6258789618931412,-0.15983478330703232,-0.06983756746626303,0,0,0.20210176010288783,0.5760006623290885,-0.6312209787377596,0.3444489069663072
16,0.8417103772401497,1.9035844087768794,1.3376910646432385,3.1754894088963903,2.0772602048626365,2.0583633992907604,1.3653397697501546,-1.2386810792491252,1.9795440087329894,1.7753503523135004,1.3479251906481027,-1.433300846454727,-0.7304546412394447,0.001013760317666059,0.8625783376469248,0.6814540948470621,-0.8132272453139767,0.07577611025883182,-0.7422528705282655,2.038321976284846,-0.35295613354105315,-1.7510406276836101,-1.3070882108882016,0.9147990789274802,1.672425957744717,0,1,-0.5688940893037011,0.5760006623290885,0.8453921929917806,1.4931662747651355
17,0.6888773112329358,1.9035844087768794,-0.24155069037767057,2.100979332972085,-0.5842157242970097,-0.15576512762373126,-0.5701031301032076,-0.32542111414711056,-0.9831104728040778,-0.03292891402164834,-0.6077009290045248,-1.6214995023540624,-0.17647784132345035,0.22447131586212146,-2.0666037790705607,-1.0424111003898018,-0.8132272453139767,-0.7499221946305077,-0.7422528705282655,0.5903420335961732,-0.35295613354105315,-0.9968441192583205,0.05533028710191937,-1.234468645541545,-0.940969330071753,0,0,-0.5688940893037011,0.5760006623290885,1.5836987788565509,-0.1332065291337158
18,-0.5337872168247726,0.18236968053564004,0.28486322796263247,1.1917784994976734,-0.25153123315205395,0.014552451369691159,-0.3355039907270424,-0.14276912112670725,0.5761813595838521,0.2525888648733751,1.3479251906481027,-1.2451021905553916,-1.2844314411554403,-1.6763702476268196,0.741964956370322,0.6814540948470621,0.7028778255958561,0.07577611025883182,0.03871907315741221,-0.13364793774816322,-1.1670739306138471,-0.9968441192583205,-0.6258789618931412,-1.234468645541545,-0.06983756746626303,0,0,0.20210176010288783,-0.33181085535665694,1.2145454859241656,0.14811200991905843
19,-0.07528801880313184,0.3736157614513333,0.8112771463029355,0.03461380234842197,-0.0020178647933370934,-0.837035443597421,-0.6287529149472488,-1.7866370583103341,0.5761813595838521,-0.4136192858816793,1.0107482734666153,-0.7432391081571641,-0.17647784132345035,-1.8674253353498738,-0.016176297368321053,-2.3353099968174496,-0.8132272453139767,-0.7499221946305077,-0.7422528705282655,-0.8576379090924997,0.46116166353174076,-0.2426476108330308,0.05533028710191937,-2.3091025077760574,-0.940969330071753,1,0,-0.9543920140069955,-0.33181085535665694,1.2145454859241656,0.951042006798852
20,-2.5206170749185492,-0.20012248129574647,0.8112771463029355,1.8530154692972456,1.245548977000247,1.206775504323648,-0.9220018391674552,-1.0560290862287223,1.3558272757778171,2.5367310960335634,-0.37167708697748353,-1.0569035346560565,0.3774989585925452,-0.6075121887137269,0.8625783376469248,0.6814540948470621,-0.8132272453139767,-0.7499221946305077,2.381634904214445,2.038321976284846,-0.35295613354105315,-0.9968441192583205,-1.3070882108882016,0.9147990789274802,-0.06983756746626303,0,0,-1.33988993871029,-0.33181085535665694,1.2145454859241656,0.1012255867435962
21,-0.5337872168247726,1.3298461660297995,-0.7679646087179736,0.28257766602326156,0.41383774913785765,0.014552451369691159,-0.21820442103895984,0.5878388509549044,0.8880397260614382,-1.0798274366367342,-0.6751363124408223,-0.17864314045915808,0.9314757585085395,0.22447131586212146,0.24228094822439825,0.2504877960378461,1.4609303610507725,-0.7499221946305077,-0.7422528705282655,-0.13364793774816322,0.46116166353174076,0.5115488975922589,0.05533028710191937,0.9147990789274802,-0.940969330071753,0,0,0.20210176010288783,-0.7857166141995297,0.10708560712701046,-0.2328401783815733
22,0.2303781132112951,1.5210922469454928,0.28486322796263247,1.8530154692972456,0.9960356086415303,1.0364579253302257,-0.9806516240114965,-1.421333072269528,1.3558272757778171,2.3463859101035474,0.9433128900303177,-0.7432391081571641,0.9314757585085395,0.39137396548525943,0.8625783376469248,0.6814540948470621,-0.05517470985906033,-0.7499221946305077,-0.7422528705282655,1.3143320049405096,0.46116166353174076,0.5115488975922589,-1.3070882108882016,0.9147990789274802,0.801294195139227,1,0,0.5875996848061823,0.5760006623290885,0.4762389000593955,0.687305876436876
23,0.8417103772401497,0.7561079232827198,1.3376910646432385,0.1172684235733685,-1.1664135838006824,-1.177670601584266,-0.04225506650683602,-0.5080731071675133,-1.2949688392816636,-0.2232740999516638,-0.7762893875952686,1.640610533234417,-0.17647784132345035,-0.4864290057047787,0.24228094822439825,0.2504877960378461,-0.8132272453139767,-0.7499221946305077,-0.7422528705282655,-0.8576379090924997,-1.981191727686641,-1.7510406276836101,1.4177487850920405,0.9147990789274802,-0.06983756746626303,0,0,-0.5688940893037011,-0.33181085535665694,0.8453921929917806,-1.4108615606650659
24,-0.07528801880313184,-0.7738607240428262,-0.24155069037767057,-0.46131392500125723,0.8296933630690524,-0.15576512762373126,0.602892566777618,-1.0560290862287223,0.7321105428226453,-0.03292891402164834,1.1119013486210616,0.3232199419390695,0.3774989585925452,-1.4770651301822804,0.0010541856711938106,0.6814540948470621,-0.8132272453139767,0.07577611025883182,0.03871907315741221,0.5903420335961732,-0.35295613354105315,-0.2426476108330308,0.05533028710191937,-0.15983478330703232,-0.940969330071753,1,0,0.20210176010288783,0.12209490348621581,0.4762389000593955,0.1012255867435962
25,-0.07528801880313184,-0.20012248129574647,-1.2943785270582766,0.19992304479831505,0.7465222402828134,1.0364579253302257,0.8374917061537832,-0.8733770932083195,1.0439689093002311,2.1560407241735313,1.3479251906481027,-1.3705679611549486,1.485452558424535,0.582429053208314,-0.0850982295263793,0.6814540948470621,-0.8132272453139767,0.07577611025883182,0.03871907315741221,1.3143320049405096,0.46116166353174076,-1.7510406276836101,-0.6258789618931412,-0.15983478330703232,-0.06983756746626303,0,0,-0.1833961646004066,-0.33181085535665694,0.10708560712701046,-0.11562412044291746
26,-0.5337872168247726,0.5648618423670265,-0.7679646087179736,-0.29600468255136414,2.2436024504351146,1.0364579253302257,-0.04225506650683602,-0.6907251001879161,1.3558272757778171,1.1091422015584456,0.6735713562851278,-1.4960337317545056,-0.17647784132345035,0.001013760317666059,0.8108868885283814,0.6814540948470621,-0.8132272453139767,-0.7499221946305077,-0.7422528705282655,-0.8576379090924997,1.2752794606045348,-1.7510406276836101,-1.3070882108882016,0.9147990789274802,-0.940969330071753,1,0,-1.33988993871029,1.0299064211719613,0.8453921929917806,0.11294719253746176
